,Año,Cve..Municipio,Municipio,Bien.jurídico.afectado,Tipo.de.delito,Subtipo.de.delito,Modalidad,Mes,Carpetas
57666,2019,14085,Tamazula de Gordiano,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
57668,2019,14085,Tamazula de Gordiano,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
57764,2019,14086,Tapalpa,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
57861,2019,14087,Tecalitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
57960,2019,14088,Tecolotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
58156,2019,14090,Tenamaxtlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
58449,2019,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
58450,2019,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,10.0
58452,2019,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,11.0
58548,2019,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,4.0
58648,2019,14095,Teuchitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
58744,2019,14096,Tizapán el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
58841,2019,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,36.0
58842,2019,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,52.0
58843,2019,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,23.0
58844,2019,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,30.0
58939,2019,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,50.0
58940,2019,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,105.0
58941,2019,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,9.0
58942,2019,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,27.0
59233,2019,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,107.0
59234,2019,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,78.0
59235,2019,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,10.0
59236,2019,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,24.0
59530,2019,14104,Totatiche,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
59626,2019,14105,Tototlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
59628,2019,14105,Tototlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
59822,2019,14107,Tuxcueca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
59922,2019,14108,Tuxpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
60115,2019,14110,Unión de Tula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
60214,2019,14111,Valle de Guadalupe,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
60507,2019,14114,Villa Corona,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
60508,2019,14114,Villa Corona,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
60998,2019,14119,Zacoalco de Torres,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
61095,2019,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,95.0
61096,2019,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,192.0
61097,2019,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,9.0
61098,2019,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,39.0
61196,2019,14121,Zapotiltic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,3.0
61392,2019,14123,Zapotlán del Rey,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
61487,2019,14124,Zapotlanejo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
61488,2019,14124,Zapotlanejo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
61490,2019,14124,Zapotlanejo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,10.0
61586,2019,14125,San Ignacio Cerro Gordo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
61588,2019,14125,San Ignacio Cerro Gordo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
61683,2019,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,3.0
61684,2019,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,6.0
61685,2019,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
61686,2019,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
61879,2020,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
62272,2020,14006,Ameca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
62274,2020,14006,Ameca,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
62468,2020,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,13.0
62470,2020,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
62565,2020,14009,El Arenal,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
62958,2020,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
62960,2020,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
63154,2020,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
63156,2020,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,4.0
63251,2020,14016,Ayotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
63252,2020,14016,Ayotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
63350,2020,14017,Ayutla,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
63448,2020,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,5.0
63842,2020,14022,Cihuatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
63938,2020,14023,Zapotlán el Grande,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
63940,2020,14023,Zapotlán el Grande,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
64036,2020,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
64136,2020,14025,Colotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
64624,2020,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,6.0
64626,2020,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
64917,2020,14033,Degollado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
64918,2020,14033,Degollado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
65113,2020,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,9.0
65114,2020,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
65212,2020,14036,Etzatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
65310,2020,14037,El Grullo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
65312,2020,14037,El Grullo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,3.0
65505,2020,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,231.0
65506,2020,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,250.0
65507,2020,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,16.0
65508,2020,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,44.0
65898,2020,14043,La Huerta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
65995,2020,14044,Ixtlahuacán de los Membrillos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
65996,2020,14044,Ixtlahuacán de los Membrillos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
66191,2020,14046,Jalostotitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
66290,2020,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
66292,2020,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
66584,2020,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
66683,2020,14051,Juanacatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
66684,2020,14051,Juanacatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
66877,2020,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,4.0
66878,2020,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,10.0
66879,2020,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,2.0
66880,2020,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,4.0
67368,2020,14058,Mascota,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
67370,2020,14058,Mascota,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
67857,2020,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,4.0
67858,2020,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,8.0
67859,2020,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,2.0
67860,2020,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,8.0
68054,2020,14065,Pihuamo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
68154,2020,14066,Poncitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
68249,2020,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,3.0
68250,2020,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,24.0
68251,2020,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
68252,2020,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,24.0
68543,2020,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,12.0
68544,2020,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,11.0
68545,2020,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,5.0
68546,2020,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,15.0
68837,2020,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
68838,2020,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
68840,2020,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
69230,2020,14077,San Martín Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
69327,2020,14078,San Miguel el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
69330,2020,14078,San Miguel el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
69425,2020,14079,Gómez Farías,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
69719,2020,14082,Sayula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
69720,2020,14082,Sayula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
69722,2020,14082,Sayula,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
69818,2020,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,6.0
69820,2020,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
70308,2020,14088,Tecolotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
70506,2020,14090,Tenamaxtlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
70797,2020,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,4.0
70798,2020,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,7.0
70800,2020,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,3.0
70895,2020,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
70896,2020,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
71092,2020,14096,Tizapán el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
71189,2020,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,27.0
71190,2020,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,13.0
71191,2020,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,4.0
71192,2020,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,15.0
71287,2020,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,49.0
71288,2020,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,33.0
71289,2020,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,12.0
71290,2020,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,19.0
71486,2020,14100,Tomatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
71581,2020,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,69.0
71582,2020,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,25.0
71583,2020,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,19.0
71584,2020,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,16.0
72267,2020,14108,Tuxpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
72270,2020,14108,Tuxpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
72464,2020,14110,Unión de Tula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
72562,2020,14111,Valle de Guadalupe,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
72758,2020,14113,San Gabriel,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
